participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.menu_number,player.displayed_first,player.lotterychoice,player.roll,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,2,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,2,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,15,q,0,56,0.00,1,3,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,22,p,1,42,0.00,1,3,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,22,p,1,41,0.00,1,3,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,9,p,1,90,0.00,1,3,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,6,p,1,41,0.00,1,3,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,19,p,0,78,0.00,1,3,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,25,q,1,38,0.00,1,3,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,3,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,3,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,3,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,3,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,3,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,5,p,1,47,0.00,1,4,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,3,q,0,81,0.00,1,4,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,16,q,0,42,0.00,1,4,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,5,p,0,86,0.00,1,4,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,7,q,0,29,0.00,1,4,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,8,q,0,95,0.00,1,4,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,13,p,1,60,0.00,1,4,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,4,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,4,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,4,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,4,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,4,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,9,p,1,73,0.00,1,5,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,24,q,1,55,0.00,1,5,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,4,p,1,98,0.00,1,5,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,25,p,0,55,0.00,1,5,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,4,q,1,42,0.00,1,5,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,12,p,0,52,0.00,1,5,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,1,p,1,92,0.00,1,5,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,5,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,5,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,5,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,5,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,5,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,6,q,0,23,0.00,1,6,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,2,p,1,57,0.00,1,6,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,2,p,1,82,0.00,1,6,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,12,q,0,21,0.00,1,6,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,2,p,1,18,0.00,1,6,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,9,q,1,24,0.00,1,6,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,7,q,0,89,0.00,1,6,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,6,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,6,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,6,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,6,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,6,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,3,p,1,40,0.00,1,7,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,21,q,0,64,0.00,1,7,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,1,q,0,91,0.00,1,7,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,16,p,0,96,0.00,1,7,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,8,p,1,75,0.00,1,7,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,1,p,1,40,0.00,1,7,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,3,q,0,19,0.00,1,7,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,7,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,7,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,7,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,7,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,7,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,2,q,0,95,0.00,1,8,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,12,q,1,44,0.00,1,8,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,12,q,0,81,0.00,1,8,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,2,p,1,32,0.00,1,8,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,13,p,1,19,0.00,1,8,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,20,q,1,56,0.00,1,8,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,20,q,1,38,0.00,1,8,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,8,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,8,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,8,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,8,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,8,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,13,q,0,56,0.00,1,9,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,15,q,1,56,0.00,1,9,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,10,q,0,53,0.00,1,9,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,15,q,1,77,0.00,1,9,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,21,p,1,62,0.00,1,9,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,11,q,0,35,0.00,1,9,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,19,q,1,13,0.00,1,9,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,9,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,9,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,9,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,9,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,9,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,1,p,1,23,0.00,1,10,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,5,p,0,66,0.00,1,10,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,8,p,1,37,0.00,1,10,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,17,q,1,23,0.00,1,10,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,23,p,0,49,0.00,1,10,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,25,q,0,62,0.00,1,10,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,22,q,0,81,0.00,1,10,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,10,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,10,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,10,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,10,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,10,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,24,p,1,85,0.00,1,11,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,1,p,0,72,0.00,1,11,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,11,q,0,92,0.00,1,11,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,13,q,0,12,0.00,1,11,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,18,p,0,16,0.00,1,11,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,16,p,1,95,0.00,1,11,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,11,q,0,79,0.00,1,11,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,11,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,11,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,11,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,11,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,11,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,12,p,1,88,0.00,1,12,sx6fgj9f,20211011_1000,,,,0
2,icuf6r3i,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:36.924699+00:00,1,,,7.00,2,6,q,0,11,0.00,1,12,sx6fgj9f,20211011_1000,,,,0
3,6q4v8zwn,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:44.563118+00:00,1,,,7.00,3,25,q,1,60,0.00,1,12,sx6fgj9f,20211011_1000,,,,0
4,91o7t87s,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:58.418346+00:00,1,,,17.00,4,24,p,0,2,0.00,1,12,sx6fgj9f,20211011_1000,,,,0
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,3,q,0,44,0.00,1,12,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,13,q,0,94,0.00,1,12,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,16,q,0,74,0.00,1,12,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,12,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,12,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,12,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,12,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,12,sx6fgj9f,20211011_1000,,,,0
1,lualaqid,,0,61,61,endpage,EarningsPage,2021-10-11 09:12:28.818694+00:00,1,,,27.00,1,4,q,0,6,0.00,1,13,sx6fgj9f,20211011_1000,,,,0
